
normal
n = 20    ;0.021850    ;
n = 100   ;0.010310    ;

cauchy
n = 20    ;0.152800    ;
n = 100   ;0.156460    ;

laplace
n = 20    ;0.072000    ;
n = 100   ;0.064960    ;

uniform
n = 20    ;0.002200    ;
n = 100   ;0.000000    ;

poisson
n = 20    ;0.025650    ;
n = 100   ;0.010350    ;
